TOTAL_STIMULUS_REC: 423
NLP_parse_percentage_in_AF: 3.78451e-08
Logged_at: 08:00:00:000
Atom(uuid), Atom(name), EnteredAt, LastSeenAt, STI, DurationInAF, IsNLPParseOutput, DirectSTI, GainFromSpreading
15842871378092073931, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (LemmaLink (stv 1.000000 1.000000)    (WordInstanceNode ",@417cf96e-4193-4bab-b235-016c33e1520c")    (WordNode ",")  )  (WordNode "woodlice"))], 21:47:46:056, 21:47:46:795, 0, 0.739242, 0,  - ,  - 
15843946260044976889, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordNode "most")  (LemmaLink (stv 1.000000 1.000000)    (WordInstanceNode ",@417cf96e-4193-4bab-b235-016c33e1520c")    (WordNode ",")  ))], 21:47:46:056, 21:47:46:730, 0, 0.674337, 0,  - ,  - 
15847362501876380470, TypedVariableLink[(TypedVariableLink  (VariableNode "$prep")  (TypeNode "WordInstanceNode"))], 21:47:46:259, 21:47:47:646, 3.4027, 1.38638, 1,  - , 1.69103
15854224635045603874, EvaluationLink[(EvaluationLink  (DefinedLinguisticRelationshipNode "_advmod")  (ListLink    (VariableNode "$verb")    (VariableNode "$adv")  ))], 21:47:46:362, 21:47:50:619, 12.1933, 4.2573, 1,  - , 10.6418
15866918545015727162, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordNode "woodlice")  (WordNode "###LEFT-WALL###"))], 21:47:46:056, 21:47:46:451, 0, 0.395212, 0,  - ,  - 
15891374832711736744, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode "muscles@5c2b05e7-eddc-4430-a812-71d12522828e")  (DefinedLinguisticConceptNode "noun"))], 21:47:46:451, 21:48:01:068, 33.7335, 14.6168, 0,  - , 10.8599
15893001791441592286, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordNode "###LEFT-WALL###")  (WordNode "this"))], 21:47:46:056, 21:47:46:451, 0, 0.395212, 0,  - ,  - 
15909615761785287262, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode ",@678fb8e3-0451-45c0-84c8-13792fe00d12")  (WordNode ","))], 21:47:48:930, 21:47:53:748, 17.7626, 4.81874, 0,  - , 26.4585
15918799108920707998, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "can@f906b9f2-0d64-486b-ae9a-dd4709d7ae7a")  (WordNode "can"))], 21:47:49:451, 21:47:51:035, -2.50175, 1.58393, 0,  - , 12.3698
15920431962691803065, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode "have@1cbb72c6-0d7c-4aba-a87d-f9eb00ea6fd3")  (WordNode "have"))], 21:47:49:033, 21:47:51:035, 20.7492, 2.0018, 0,  - , 16.6272
15921918935632679382, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode "most@91f069a3-468c-410a-956d-8ad456fa5baf")  (WordNode "most"))], 21:47:48:823, 21:48:01:068, 53.72, 12.2448, 0,  - , 92.8806
15924292994115433562, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode ",@b4c86c19-90b5-42ed-8f36-bb23d49db4fc")  (WordNode ","))], 21:47:53:925, 21:48:01:068, 47.0693, 7.14243, 0,  - , 13.492
15928389005185663978, TypedVariableLink[(TypedVariableLink  (VariableNode "$Y")  (TypeNode "WordInstanceNode"))], 21:47:46:259, 21:47:47:646, 3.49553, 1.38638, 1,  - , 1.40611
15946997283461301149, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (VariableNode "$wall-inst")  (WordNode "woodlice"))], 21:47:46:056, 21:47:46:795, 0, 0.739242, 0,  - ,  - 
15953066769113527992, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "LEFT-WALL@sentence@3cbeead4-b96a-4b66-8b83-630e81d7bb38_parse_0")  (WordNode "###LEFT-WALL###"))], 21:47:48:930, 21:47:51:473, 18.739, 2.54325, 0,  - , 18.6495
15955260772820478929, EvaluationLink[(EvaluationLink (stv 1.000000 1.000000)  (DefinedLinguisticRelationshipNode "_amod")  (ListLink    (WordInstanceNode "pressure@ebb389f2-b5bd-443f-a43f-f8a3cb8baeb1")    (WordInstanceNode "hydraulic@1b6621f9-b8b9-4f47-88f0-01e4785cda38")  ))], 21:47:51:149, 21:48:01:068, 86.7949, 9.91888, 0,  - , 3.34389
15960990709092569441, InheritanceLink[(InheritanceLink (stv 1.000000 1.000000)  (WordInstanceNode "world@c1382950-44fe-47f0-a5ed-1b83374d0501")  (DefinedLinguisticConceptNode ".p"))], 21:47:47:823, 21:47:51:035, 12.0216, 3.21246, 0,  - , 15.906
15964689019024000722, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "by@4eb5e6d7-d9c9-45c4-9eeb-400ea1507335")  (WordNode "by"))], 21:47:51:259, 21:48:01:068, 72.5855, 9.80885, 0,  - , 110.713
15967117968520831591, WordInstanceLink[(WordInstanceLink (stv 1.000000 1.000000)  (WordInstanceNode "most@28c48dda-dd9d-41aa-ba60-eb592489829f")  (ParseNode "sentence@9305f11c-aa57-484c-9003-0cae03dac3cd_parse_0"))], 21:47:49:135, 21:48:01:068, 55.1145, 11.9322, 0,  - , 0.635455
15979322187514847161, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "no@bfd19bfd-0233-4167-8c65-eef1fa82d64a")  (WordNode "no"))], 21:47:47:330, 21:48:01:068, 86.558, 13.7378, 0,  - , 244.044
15988433408291261457, InheritanceLink[(InheritanceLink (stv 1.000000 1.000000)  (WordInstanceNode "centipedes@11a2b904-a3f3-42a4-b69c-9b749dbb1f0f")  (DefinedLinguisticConceptNode ".n"))], 21:47:47:719, 21:47:48:716, 5.45085, 0.996246, 0,  - , 4.23861
15991098049628599285, SimilarityLink[(SimilarityLink (stv 0.000000 1.000000)  (WordNode "bulan")  (WordNode "spiders"))], 21:47:47:646, 21:47:47:719, 3.01214, 0.0738789, 1,  - , 0.127016
15995286887785633025, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordNode "most")  (ReferenceLink (stv 1.000000 1.000000)    (WordInstanceNode ".@a612682a-ec43-4005-8153-033b0da29934")    (WordNode ".")  ))], 21:47:46:056, 21:47:46:795, 0, 0.739242, 0,  - ,  - 
16023293065066316424, AndLink[(AndLink  (ChoiceLink    (EvaluationLink      (LinkGrammarRelationshipNode "Wq")      (ListLink        (VariableNode "$wall-inst")        (VariableNode "$wh-word-inst")      )    )    (EvaluationLink      (LinkGrammarRelationshipNode "Ws")      (ListLink        (VariableNode "$wall-inst")        (VariableNode "$wh-word-inst")      )    )    (EvaluationLink      (LinkGrammarRelationshipNode "Wj")      (ListLink        (VariableNode "$wall-inst")        (VariableNode "$wh-word-inst")      )    )    (EvaluationLink      (LinkGrammarRelationshipNode "Ww")      (ListLink        (VariableNode "$wall-inst")        (VariableNode "$wh-word-inst")      )    )    (EvaluationLink      (LinkGrammarRelationshipNode "Qe")      (ListLink        (VariableNode "$wall-inst")        (VariableNode "$wh-word-inst")      )    )    (EvaluationLink      (LinkGrammarRelationshipNode "Qw")      (ListLink        (VariableNode "$wall-inst")        (VariableNode "$wh-word-inst")      )    )  )  (ChoiceLink    (ReferenceLink      (VariableNode "$wall-inst")      (WordNode "###LEFT-WALL###")    )    (ReferenceLink      (VariableNode "$wall-inst")      (WordNode ",")    )  )  (WordInstanceLink    (VariableNode "$wall-inst")    (VariableNode "$parse")  )  (InterpretationLink    (VariableNode "$interp")    (VariableNode "$parse")  ))], 21:47:46:056, 21:48:01:068, 153.783, 15.012, 1,  - , 158.433
16030589951731642358, SimilarityLink[(SimilarityLink (stv 0.000000 1.000000)  (WordNode "ethiofencarb")  (WordNode "spiders"))], 21:47:47:646, 21:47:47:719, 2.86405, 0.0738784, 1,  - , 0.127016
16051017568224057353, BindLink[(BindLink  (VariableList    (TypedVariableLink      (VariableNode "$interp")      (TypeNode "InterpretationNode")    )    (TypedVariableLink      (VariableNode "$parse")      (TypeNode "ParseNode")    )    (TypedVariableLink      (VariableNode "$wall-inst")      (TypeNode "WordInstanceNode")    )    (TypedVariableLink      (VariableNode "$wh-word-inst")      (TypeNode "WordInstanceNode")    )  )  (AndLink    (ChoiceLink      (EvaluationLink        (LinkGrammarRelationshipNode "Wq")        (ListLink          (VariableNode "$wall-inst")          (VariableNode "$wh-word-inst")        )      )      (EvaluationLink        (LinkGrammarRelationshipNode "Ws")        (ListLink          (VariableNode "$wall-inst")          (VariableNode "$wh-word-inst")        )      )      (EvaluationLink        (LinkGrammarRelationshipNode "Wj")        (ListLink          (VariableNode "$wall-inst")          (VariableNode "$wh-word-inst")        )      )      (EvaluationLink        (LinkGrammarRelationshipNode "Ww")        (ListLink          (VariableNode "$wall-inst")          (VariableNode "$wh-word-inst")        )      )      (EvaluationLink        (LinkGrammarRelationshipNode "Qe")        (ListLink          (VariableNode "$wall-inst")          (VariableNode "$wh-word-inst")        )      )      (EvaluationLink        (LinkGrammarRelationshipNode "Qw")        (ListLink          (VariableNode "$wall-inst")          (VariableNode "$wh-word-inst")        )      )    )    (ChoiceLink      (ReferenceLink        (VariableNode "$wall-inst")        (WordNode "###LEFT-WALL###")      )      (ReferenceLink        (VariableNode "$wall-inst")        (WordNode ",")      )    )    (WordInstanceLink      (VariableNode "$wall-inst")      (VariableNode "$parse")    )    (InterpretationLink      (VariableNode "$interp")      (VariableNode "$parse")    )  )  (InheritanceLink    (VariableNode "$interp")    (DefinedLinguisticConceptNode "InterrogativeSpeechAct")  ))], 21:47:46:056, 21:48:01:068, 49.1677, 15.012, 1,  - , 31.4957
16057982320869974373, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode "often@c354441c-c7a5-43c3-b392-2ace895f81e5")  (DefinedLinguisticConceptNode "adv"))], 21:47:47:823, 21:47:50:726, 17.136, 2.90337, 0,  - , 9.00902
16064520485249783666, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordNode "most")  (LemmaLink (stv 1.000000 1.000000)    (WordInstanceNode ",@206053ec-6cdb-46d9-b7a2-94257d63231e")    (WordNode ",")  ))], 21:47:46:056, 21:47:46:795, 0, 0.739242, 0,  - ,  - 
16072881362108080710, ExecutionLink[(ExecutionLink  (DefinedSchemaNode "quantity")  (NumberNode "0.000000")  (ConceptNode "dummy-source")  (ReferenceLink    (ConceptNode "woodlice@93d827e4-7cb4-4285-9042-81c2b7de3694")    (WordInstanceNode "woodlice@93d827e4-7cb4-4285-9042-81c2b7de3694")  ))], 21:47:46:056, 21:47:57:459, 31.9356, 11.404, 0,  - , 12.895
16072907006609320114, SetLink[(SetLink  (WordInstanceLink (stv 1.000000 1.000000)    (WordInstanceNode ".@9b7369ee-ad5a-46ec-9edb-9c0de433c338")    (ParseNode "sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8_parse_0")  )  (InheritanceLink (stv 1.000000 1.000000)    (WordInstanceNode "moths@d39102e4-2e03-477f-91a4-6252a4f64e74")    (DefinedLinguisticConceptNode "plural")  )  (WordInstanceLink (stv 1.000000 1.000000)    (WordInstanceNode "are@9f06e86c-0523-400e-b094-544b3302ce31")    (ParseNode "sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8_parse_0")  )  (InterpretationLink    (InterpretationNode "sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8_parse_0_interpretation_$X")    (ParseNode "sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8_parse_0")  )  (InheritanceLink (stv 1.000000 1.000000)    (WordInstanceNode "lepidopterans[!<S-WORDS>]@fbd9c8ea-1670-4f75-9bce-d50cd2fd8e3d")    (DefinedLinguisticConceptNode ".n")  )  (WordInstanceLink (stv 1.000000 1.000000)    (WordInstanceNode "moths@d39102e4-2e03-477f-91a4-6252a4f64e74")    (ParseNode "sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8_parse_0")  )  (ReferenceLink (stv 1.000000 1.000000)    (WordInstanceNode "lepidopterans[!<S-WORDS>]@fbd9c8ea-1670-4f75-9bce-d50cd2fd8e3d")    (WordNode "lepidopterans[!<S-WORDS>]")  )  (PartOfSpeechLink (stv 1.000000 1.000000)    (WordInstanceNode "moths@d39102e4-2e03-477f-91a4-6252a4f64e74")    (DefinedLinguisticConceptNode "noun")  )  (PartOfSpeechLink (stv 1.000000 1.000000)    (WordInstanceNode ".@9b7369ee-ad5a-46ec-9edb-9c0de433c338")    (DefinedLinguisticConceptNode "punctuation")  )  (InheritanceLink (stv 1.000000 1.000000)    (WordInstanceNode "lepidopterans[!<S-WORDS>]@fbd9c8ea-1670-4f75-9bce-d50cd2fd8e3d")    (DefinedLinguisticConceptNode "plural")  )  (InheritanceLink (stv 1.000000 1.000000)    (WordInstanceNode "are@9f06e86c-0523-400e-b094-544b3302ce31")    (DefinedLinguisticConceptNode "present")  )  (WordSequenceLink (stv 1.000000 1.000000)    (WordInstanceNode "LEFT-WALL@sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8_parse_0")    (NumberNode "193.000000")  )  (EvaluationLink (stv 1.000000 1.000000)    (DefinedLinguisticRelationshipNode "_subj")    (ListLink      (WordInstanceNode "are@9f06e86c-0523-400e-b094-544b3302ce31")      (WordInstanceNode "lepidopterans[!<S-WORDS>]@fbd9c8ea-1670-4f75-9bce-d50cd2fd8e3d")    )  )  (ReferenceLink (stv 1.000000 1.000000)    (WordInstanceNode "LEFT-WALL@sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8_parse_0")    (WordNode "###LEFT-WALL###")  )  (WordSequenceLink (stv 1.000000 1.000000)    (WordInstanceNode "are@9f06e86c-0523-400e-b094-544b3302ce31")    (NumberNode "196.000000")  )  (InheritanceLink (stv 1.000000 1.000000)    (WordInstanceNode "are@9f06e86c-0523-400e-b094-544b3302ce31")    (DefinedLinguisticConceptNode ".v")  )  (LemmaLink (stv 1.000000 1.000000)    (WordInstanceNode "lepidopterans[!<S-WORDS>]@fbd9c8ea-1670-4f75-9bce-d50cd2fd8e3d")    (WordNode "lepidopteran")  )  (WordInstanceLink (stv 1.000000 1.000000)    (WordInstanceNode "lepidopterans[!<S-WORDS>]@fbd9c8ea-1670-4f75-9bce-d50cd2fd8e3d")    (ParseNode "sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8_parse_0")  )  (WordSequenceLink (stv 1.000000 1.000000)    (WordInstanceNode ".@9b7369ee-ad5a-46ec-9edb-9c0de433c338")    (NumberNode "198.000000")  )  (PartOfSpeechLink (stv 1.000000 1.000000)    (WordInstanceNode "lepidopterans[!<S-WORDS>]@fbd9c8ea-1670-4f75-9bce-d50cd2fd8e3d")    (DefinedLinguisticConceptNode "noun")  )  (ReferenceLink (stv 1.000000 1.000000)    (WordInstanceNode "are@9f06e86c-0523-400e-b094-544b3302ce31")    (WordNode "are")  )  (PartOfSpeechLink (stv 1.000000 1.000000)    (WordInstanceNode "are@9f06e86c-0523-400e-b094-544b3302ce31")    (DefinedLinguisticConceptNode "verb")  )  (SentenceSequenceLink (stv 1.000000 1.000000)    (SentenceNode "sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8")    (NumberNode "199.000000")  )  (ReferenceLink (stv 1.000000 1.000000)    (WordInstanceNode "most@91f069a3-468c-410a-956d-8ad456fa5baf")    (WordNode "most")  )  (LemmaLink (stv 1.000000 1.000000)    (WordInstanceNode "are@9f06e86c-0523-400e-b094-544b3302ce31")    (WordNode "be")  )  (WordSequenceLink (stv 1.000000 1.000000)    (WordInstanceNode "lepidopterans[!<S-WORDS>]@fbd9c8ea-1670-4f75-9bce-d50cd2fd8e3d")    (NumberNode "195.000000")  )  (LemmaLink (stv 1.000000 1.000000)    (WordInstanceNode "most@91f069a3-468c-410a-956d-8ad456fa5baf")    (WordNode "most")  )  (WordInstanceLink (stv 1.000000 1.000000)    (WordInstanceNode "most@91f069a3-468c-410a-956d-8ad456fa5baf")    (ParseNode "sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8_parse_0")  )  (WordSequenceLink (stv 1.000000 1.000000)    (WordInstanceNode "most@91f069a3-468c-410a-956d-8ad456fa5baf")    (NumberNode "194.000000")  )  (WordInstanceLink (stv 1.000000 1.000000)    (WordInstanceNode "LEFT-WALL@sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8_parse_0")    (ParseNode "sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8_parse_0")  )  (EvaluationLink (stv 1.000000 1.000000)    (DefinedLinguisticRelationshipNode "_obj")    (ListLink      (WordInstanceNode "are@9f06e86c-0523-400e-b094-544b3302ce31")      (WordInstanceNode "moths@d39102e4-2e03-477f-91a4-6252a4f64e74")    )  )  (InheritanceLink (stv 1.000000 1.000000)    (WordInstanceNode "moths@d39102e4-2e03-477f-91a4-6252a4f64e74")    (DefinedLinguisticConceptNode ".n")  )  (EvaluationLink (stv 1.000000 1.000000)    (DefinedLinguisticRelationshipNode "_quantity")    (ListLink      (WordInstanceNode "lepidopterans[!<S-WORDS>]@fbd9c8ea-1670-4f75-9bce-d50cd2fd8e3d")      (WordInstanceNode "most@91f069a3-468c-410a-956d-8ad456fa5baf")    )  )  (LemmaLink (stv 1.000000 1.000000)    (WordInstanceNode "moths@d39102e4-2e03-477f-91a4-6252a4f64e74")    (WordNode "moth")  )  (ReferenceLink (stv 1.000000 1.000000)    (WordInstanceNode ".@9b7369ee-ad5a-46ec-9edb-9c0de433c338")    (WordNode ".")  )  (WordSequenceLink (stv 1.000000 1.000000)    (WordInstanceNode "moths@d39102e4-2e03-477f-91a4-6252a4f64e74")    (NumberNode "197.000000")  )  (PartOfSpeechLink (stv 1.000000 1.000000)    (WordInstanceNode "most@91f069a3-468c-410a-956d-8ad456fa5baf")    (DefinedLinguisticConceptNode "adj")  )  (ParseLink (stv 1.000000 1.000000)    (ParseNode "sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8_parse_0")    (SentenceNode "sentence@8c79de4f-b7e1-4636-bb78-0e7cdb7718f8")  )  (ReferenceLink (stv 1.000000 1.000000)    (WordInstanceNode "moths@d39102e4-2e03-477f-91a4-6252a4f64e74")    (WordNode "moths")  )  (LemmaLink (stv 1.000000 1.000000)    (WordInstanceNode ".@9b7369ee-ad5a-46ec-9edb-9c0de433c338")    (WordNode ".")  ))], 21:47:52:258, 21:48:01:068, 50.7627, 8.80978, 0,  - , 12.3333
16080677778929479259, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "woodlice@a89ed399-596b-4064-9f3b-b46f8ba7b969")  (WordNode "woodlice"))], 21:47:55:578, 21:48:01:068, 80.0308, 5.48992, 0,  - , 80.9689
16127779933181709558, ListLink[(ListLink  (VariableNode "$verb")  (VariableNode "$adv"))], 21:47:46:730, 21:47:47:646, 2.41141, 0.915714, 1,  - , 2.7338
16127876886914687756, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode ".@07ca741e-97c7-4968-8d3f-b5f36dc63462")  (WordNode "."))], 21:47:46:362, 21:48:01:068, 62.1332, 14.7058, 0,  - , 149.847
16131365755398272578, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "limbs@041a94e8-8c57-428b-9398-a451becdb2c9")  (WordNode "limbs"))], 21:47:47:115, 21:48:01:068, 257.378, 13.9523, 0,  - , 1884.96
16148679690722213611, ListLink[(ListLink  (WordInstanceNode "extend@f3fa7d93-8f21-4f25-9e58-2d493082701b")  (WordInstanceNode "pressure@ebb389f2-b5bd-443f-a43f-f8a3cb8baeb1"))], 21:47:51:259, 21:48:01:068, 100.263, 9.80885, 0,  - , 0.936184
16180294607507292458, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode ",@cb90509e-caa7-44cb-99a5-e41373e3734e")  (DefinedLinguisticConceptNode "punctuation"))], 21:47:46:451, 21:48:01:068, 44.1262, 14.6168, 0,  - , 38.7464
16193018769165644691, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "LEFT-WALL@sentence@0fce858f-13aa-447b-bd4d-d29c70704d5e_parse_0")  (WordNode "###LEFT-WALL###"))], 21:47:47:330, 21:47:56:200, 27.0578, 8.87056, 0,  - , 76.7482
16195686936153949460, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode "butterflies@e3ac59ea-8d8f-4912-a131-3c2ace71a257")  (DefinedLinguisticConceptNode "noun"))], 21:47:47:540, 21:47:48:823, 6.72543, 1.28249, 0,  - , 5.81092
16198487932126171552, ListLink[(ListLink  (WordNode "them")  (WordInstanceNode "their@b4cce71a-eedb-4fce-b70b-4ca28d9166ca"))], 21:47:55:105, 21:48:01:068, 59.849, 5.96268, 0,  - , 59.9323
16209132028413502017, EvaluationLink[(EvaluationLink (stv 1.000000 1.000000)  (DefinedLinguisticRelationshipNode "_subj")  (ListLink    (WordInstanceNode "move@fd29414e-9472-4a70-ae3e-480ff45262dc")    (WordInstanceNode "which@a3e9b145-0868-4004-be82-828a926b6455")  ))], 21:47:47:823, 21:47:48:716, 8.27226, 0.892988, 0,  - , 4.63142
16233607595664429811, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordNode "most")  (ReferenceLink (stv 1.000000 1.000000)    (WordInstanceNode "most@171c5799-b7ff-4d32-9341-31dfcba0629b")    (WordNode "most")  ))], 21:47:46:056, 21:47:46:795, 0, 0.739242, 0,  - ,  - 
16236785569626032210, InheritanceLink[(InheritanceLink (stv 1.000000 1.000000)  (WordInstanceNode "spiders@f9400ea4-b5db-43ef-bbe7-309643d4818e")  (DefinedLinguisticConceptNode "plural"))], 21:47:46:523, 21:48:01:068, 37.7157, 14.545, 0,  - , 6.71312
16256185909532574419, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode ".@07e04f93-7e18-4cbe-95af-a32f4bd13154")  (WordNode "."))], 21:47:59:001, 21:48:01:068, 54.654, 2.06614, 0,  - , 15.3991
16276862034386469401, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordNode ",")  (WordNode "woodlice"))], 21:47:46:056, 21:47:46:795, 0, 0.739243, 0,  - ,  - 
16288419513773931892, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "LEFT-WALL@sentence@80734253-f491-4a32-9346-8ce89a8e2585_parse_0")  (WordNode "###LEFT-WALL###"))], 21:47:48:930, 21:47:51:473, 17.2193, 2.54325, 0,  - , 17.9889
16288785397221237576, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode ".@4ea1fa1d-289d-4c74-94da-8b70f7787b66")  (DefinedLinguisticConceptNode "punctuation"))], 21:47:47:436, 21:48:01:068, 45.9157, 13.6316, 0,  - , 21.1939
16295984420623394340, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "have@0ab005ca-73a2-43a3-9cb1-a6c4aeea39a7")  (WordNode "have"))], 21:47:49:033, 21:47:51:603, 19.449, 2.56931, 0,  - , 16.7052
16310109500775194412, EvaluationLink[(EvaluationLink (stv 1.000000 1.000000)  (DefinedLinguisticRelationshipNode "_advmod")  (ListLink    (WordInstanceNode "related@b3848579-6d26-4810-af97-932484a5cc3d")    (WordInstanceNode "distantly@8a5267b4-8079-49af-a974-ee61726811b5")  ))], 21:47:47:823, 21:47:50:726, 13.0958, 2.90337, 0,  - , 5.79902
16314373648845755882, EvaluationLink[(EvaluationLink (stv 1.000000 1.000000)  (DefinedLinguisticRelationshipNode "_quantity")  (ListLink    (WordInstanceNode "woodlice@93d827e4-7cb4-4285-9042-81c2b7de3694")    (WordInstanceNode "most@171c5799-b7ff-4d32-9341-31dfcba0629b")  ))], 21:47:46:056, 21:48:01:068, 188.638, 15.012, 0,  - , 109.339
16319643673220949076, StateLink[(StateLink  (ConceptNode "STARTING_ATOM_STI_RENT")  (NumberNode "1.000000"))], 21:47:46:259, 21:48:01:068, 80.7001, 14.8084, 1,  - , 22.878
16324056791445292510, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordNode "this")  (WordNode "###LEFT-WALL###"))], 21:47:46:056, 21:47:46:451, 0, 0.395213, 0,  - ,  - 
16344501861592080010, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode "most@171c5799-b7ff-4d32-9341-31dfcba0629b")  (DefinedLinguisticConceptNode "adj"))], 21:47:46:056, 21:48:01:068, 182.231, 15.012, 0,  - , 148.873
16346831254362277220, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode "by@142ee1ef-131a-4c9e-b7ca-9b24b8ad3f13")  (WordNode "by"))], 21:47:51:259, 21:48:01:068, 72.5855, 9.80885, 0,  - , 110.713
16347888687930938113, ReferenceLink[(ReferenceLink  (VariableNode "$wall-inst")  (WordNode ","))], 21:47:46:056, 21:48:01:068, 112.711, 15.012, 1,  - , 1924.17
16361514151926274365, ExecutionLink[(ExecutionLink  (DefinedSchemaNode "SV")  (NumberNode "0.000000")  (ConceptNode "dummy-source")  (ReferenceLink    (PredicateNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441" (stv 0.007071 0.001186))    (WordInstanceNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441")  ))], 21:47:46:056, 21:47:51:035, 19.0938, 4.97964, 0,  - , 7.49374
