TOTAL_STIMULUS_REC: 423
NLP_parse_percentage_in_AF: 3.78451e-08
Logged_at: 08:00:00:000
Atom(uuid), Atom(name), EnteredAt, LastSeenAt, STI, DurationInAF, IsNLPParseOutput, DirectSTI, GainFromSpreading
10386125698720260816, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordNode "cannot")  (WordNode "most"))], 21:47:46:055, 21:47:46:626, 0, 0.570863, 0,  - ,  - 
10387763857280659442, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode ",@fbf569c7-6812-4488-b379-ee4fd2c3c7d2")  (WordNode ","))], 21:47:48:930, 21:47:53:748, 26.1112, 4.81869, 0,  - , 26.2569
10390821619960467573, ListLink[(ListLink  (WordInstanceNode "limbs@041a94e8-8c57-428b-9398-a451becdb2c9")  (WordInstanceNode "their@5f15a74b-a8e0-4cea-ae48-1db4f8c18561"))], 21:47:51:366, 21:48:01:067, 58.6421, 9.70157, 0,  - , 1.85171
10392597675229561831, EvaluationLink[(EvaluationLink (stv 1.000000 1.000000)  (DefinedLinguisticRelationshipNode "_nn")  (ListLink    (WordInstanceNode "muscles@5c2b05e7-eddc-4430-a812-71d12522828e")    (WordInstanceNode "extensor[!<C-NOUN-WORDS>]@db664047-8bf4-4873-9a7c-5b5146cbce8a")  ))], 21:47:51:149, 21:48:01:067, 80.4385, 9.91892, 0,  - , 3.34389
10406722585678002557, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode "instead@e966a75c-e43e-4082-9590-e71fe8811d3a")  (WordNode "instead"))], 21:47:47:223, 21:48:01:067, 104.219, 13.8443, 0,  - , 308.983
10418093083736612362, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode ".@063b34f4-d2d6-4b62-9562-fd28d98fd994")  (WordNode "."))], 21:47:47:115, 21:47:58:708, 29.9729, 11.5933, 0,  - , 262.715
10418402929097116046, ListLink[(ListLink  (WordNode "species")  (WordInstanceNode "species@651f4728-84d1-4907-83c1-b7539d67018c")  (WordNode "have")  (WordInstanceNode "have@0ab005ca-73a2-43a3-9cb1-a6c4aeea39a7")  (WordNode "coloration")  (WordInstanceNode "coloration[!<MC-NOUN-WORDS>]@3af45e9b-d1f2-4c03-8d0d-96b3dd107cb3"))], 21:47:49:033, 21:47:51:035, 6.03687, 2.00182, 0,  - , 0.627018
10423086957361992034, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordInstanceNode "woodlice@93d827e4-7cb4-4285-9042-81c2b7de3694")  (WordNode "most"))], 21:47:46:055, 21:47:46:795, 0, 0.739229, 0,  - ,  - 
10457150815039110127, MemberLink[(MemberLink (stv 1.000000 1.000000)  (DefinedSchemaNode "svo")  (ConceptNode "R2L-en-RuleBase"))], 21:47:46:730, 21:47:47:436, 0.562855, 0.706141, 1,  - , 0.888618
10458735619622590960, AndLink[(AndLink  (EvaluationLink    (DefinedLinguisticRelationshipNode "_quantity")    (ListLink      (VariableNode "$noun")      (VariableNode "$qVar")    )  )  (WordInstanceLink    (VariableNode "$noun")    (VariableNode "$a-parse")  )  (WordInstanceLink    (VariableNode "$qVar")    (VariableNode "$a-parse")  )  (InheritanceLink    (VariableNode "$qVar")    (DefinedLinguisticConceptNode "how_much")  ))], 21:47:46:730, 21:47:48:137, 5.90308, 1.40687, 1,  - , 2.97967
10460997081059229191, ChoiceLink[(ChoiceLink  (EvaluationLink    (LinkGrammarRelationshipNode "Wq")    (ListLink      (VariableNode "$wall-inst")      (VariableNode "$wh-word-inst")    )  )  (EvaluationLink    (LinkGrammarRelationshipNode "Ws")    (ListLink      (VariableNode "$wall-inst")      (VariableNode "$wh-word-inst")    )  )  (EvaluationLink    (LinkGrammarRelationshipNode "Wj")    (ListLink      (VariableNode "$wall-inst")      (VariableNode "$wh-word-inst")    )  )  (EvaluationLink    (LinkGrammarRelationshipNode "Ww")    (ListLink      (VariableNode "$wall-inst")      (VariableNode "$wh-word-inst")    )  )  (EvaluationLink    (LinkGrammarRelationshipNode "Qe")    (ListLink      (VariableNode "$wall-inst")      (VariableNode "$wh-word-inst")    )  )  (EvaluationLink    (LinkGrammarRelationshipNode "Qw")    (ListLink      (VariableNode "$wall-inst")      (VariableNode "$wh-word-inst")    )  ))], 21:47:46:055, 21:48:01:067, 49.1723, 15.012, 1,  - , 37.6291
10479925965377042751, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "extensor[!<C-NOUN-WORDS>]@db664047-8bf4-4873-9a7c-5b5146cbce8a")  (WordNode "extensor[!<C-NOUN-WORDS>]"))], 21:47:47:115, 21:48:01:067, 871.113, 13.9524, 0,  - , 3844.54
10483671467102188191, EvaluationLink[(EvaluationLink  (DefinedLinguisticRelationshipNode "_subj")  (ListLink    (VariableNode "$subj")    (VariableNode "$verb")  ))], 21:47:46:362, 21:47:48:823, 5.82804, 2.46084, 1,  - , 4.50602
10487027685488697834, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode "lepidoptera@5473b050-789b-4a14-9219-0720a8ea73b7")  (DefinedLinguisticConceptNode "noun"))], 21:47:47:645, 21:47:48:823, 6.62965, 1.17703, 0,  - , 5.88784
10489468818793963462, ImplicationLink[(ImplicationLink (stv 1.000000 1.000000)  (PredicateNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441" (stv 0.007071 0.001186))  (PredicateNode "do" (stv 0.007071 0.001186)))], 21:47:46:259, 21:48:01:067, 56.5099, 14.8083, 0,  - , 9.79642
10494387952113852261, StateLink[(StateLink  (ConceptNode "STARTING_ATOM_LTI_RENT")  (NumberNode "1.000000"))], 21:47:46:259, 21:48:01:067, 46.5342, 14.8083, 1,  - , 23.878
10513851588651001516, ImplicationLink[(ImplicationLink (stv 1.000000 1.000000)  (PredicateNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441" (stv 0.007071 0.001186))  (NotLink    (PredicateNode "do" (stv 0.007071 0.001186))  ))], 21:47:46:362, 21:47:54:698, 17.1884, 8.33614, 0,  - , 9.20874
10524883101220973690, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "LEFT-WALL@sentence@06a900cc-2e40-4871-bd7e-d7ec0e8b2a3d_parse_0")  (WordNode "###LEFT-WALL###"))], 21:47:48:930, 21:47:51:603, 18.8204, 2.67308, 0,  - , 17.982
10527187933618249838, TypedVariableLink[(TypedVariableLink  (VariableNode "$noun")  (TypeNode "WordInstanceNode"))], 21:47:46:259, 21:47:47:540, 3.46977, 1.28109, 1,  - , 2.2827
10552582638248624951, SimilarityLink[(SimilarityLink (stv 0.032000 1.000000)  (WordNode "herbicide")  (WordNode "spider"))], 21:47:56:846, 21:47:56:846, 31.0039, 0, 1,  - , 4.90593
10553804016851834223, ListLink[(ListLink  (VariableNode "$obj")  (VariableNode "$verb"))], 21:47:46:795, 21:47:47:645, 4.14281, 0.850782, 1,  - , 2.65907
10581946802079800082, WordSequenceLink[(WordSequenceLink (stv 1.000000 1.000000)  (WordInstanceNode ".@063b34f4-d2d6-4b62-9562-fd28d98fd994")  (NumberNode "45.000000"))], 21:47:58:070, 21:47:58:573, 37.5794, 0.503178, 0,  - , 23.565
10591125898118605849, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode "distantly@8a5267b4-8079-49af-a974-ee61726811b5")  (DefinedLinguisticConceptNode "adv"))], 21:47:47:823, 21:47:51:035, 9.80408, 3.21246, 0,  - , 9.24551
10605873125046410789, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "LEFT-WALL@sentence@75e29a74-71e2-4ea6-bc4a-a18da6e38418_parse_0")  (WordNode "###LEFT-WALL###"))], 21:47:48:930, 21:47:51:149, 16.8193, 2.21902, 0,  - , 18.6417
10610522585268627774, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (LemmaLink (stv 1.000000 1.000000)    (WordInstanceNode "this@df72bc5f-c302-4fb2-acbe-7bc8c46117f2")    (WordNode "this")  )  (WordNode "most"))], 21:47:46:055, 21:47:46:730, 0, 0.67433, 0,  - ,  - 
10622488502213618595, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode "3000[!<YEAR-DATE>]@8d1732a3-7a9b-40ee-a5b5-cbbe62eaf852")  (DefinedLinguisticConceptNode "adj"))], 21:47:47:719, 21:47:48:716, 7.61567, 0.996252, 0,  - , 5.58924
10626961288726844785, AndLink[(AndLink  (LemmaLink    (VariableNode "$pred")    (VariableNode "$pred-lemma")  )  (InheritanceLink    (VariableNode "$pred")    (DefinedLinguisticConceptNode "negative")  )  (WordInstanceLink    (VariableNode "$pred")    (VariableNode "$a-parse")  ))], 21:47:46:626, 21:47:51:035, 25.3949, 4.40877, 1,  - , 8.41213
10628962019889789944, SimilarityLink[(SimilarityLink (stv 0.000000 1.000000)  (WordNode "diazinon")  (WordNode "spiders"))], 21:47:47:719, 21:47:47:823, 3.00144, 0.103257, 1,  - , 0.127016
10632040543638885831, ReferenceLink[(ReferenceLink  (ConceptNode "pressure@ebb389f2-b5bd-443f-a43f-f8a3cb8baeb1" (stv 0.000007 0.001186))  (WordInstanceNode "pressure@ebb389f2-b5bd-443f-a43f-f8a3cb8baeb1"))], 21:47:51:259, 21:48:01:067, 91.4266, 9.80883, 0,  - , 0.748684
10634268364111444162, InterpretationLink[(InterpretationLink  (InterpretationNode "sentence@ddc16de1-2252-4727-b41e-de1224337112_parse_0_interpretation_$X")  (ParseNode "sentence@ddc16de1-2252-4727-b41e-de1224337112_parse_0"))], 21:47:46:055, 21:48:01:067, 241.099, 15.012, 0,  - , 109.61
10641797949315375777, SimilarityLink[(SimilarityLink (stv 0.018000 1.000000)  (WordNode "spiders")  (WordNode "lindane"))], 21:47:47:719, 21:47:47:823, 2.9857, 0.103256, 1,  - , 0.127016
10654472245473043792, SentenceSequenceLink[(SentenceSequenceLink (stv 1.000000 1.000000)  (SentenceNode "sentence@9305f11c-aa57-484c-9003-0cae03dac3cd")  (NumberNode "33.000000"))], 21:47:51:149, 21:48:01:067, 56.2212, 9.91892, 0,  - , 3.01055
10656508566586830176, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode "most@aa08912c-4605-4db5-b19a-ed072cd47c04")  (WordNode "most"))], 21:47:48:823, 21:48:01:067, 54.3378, 12.2449, 0,  - , 92.8456
10675075300798165968, ExecutionLink[(ExecutionLink  (DefinedSchemaNode "SV")  (NumberNode "0.000000")  (ConceptNode "dummy-source")  (InheritanceLink (stv 1.000000 1.000000)    (ConceptNode "woodlice@93d827e4-7cb4-4285-9042-81c2b7de3694")    (ConceptNode "woodlouse")  ))], 21:47:46:362, 21:47:48:137, 0.0574077, 1.775, 0,  - , 1.19991
10675124711334157199, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode ",@cb90509e-caa7-44cb-99a5-e41373e3734e")  (WordNode ","))], 21:47:46:362, 21:48:01:067, 51.6574, 14.7058, 0,  - , 128.831
10679473905209117708, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordNode "however")  (WordNode "woodlice"))], 21:47:46:055, 21:47:46:795, 0, 0.739231, 0,  - ,  - 
10690263495882735059, ListLink[(ListLink  (WordInstanceNode "arthropods[!<S-WORDS>]@4101b775-7d2d-41dc-a24b-52799f8cbd91")  (WordInstanceNode "most@28c48dda-dd9d-41aa-ba60-eb592489829f"))], 21:47:49:135, 21:48:01:067, 73.6363, 11.9322, 0,  - , 4.38344
10693479440245665404, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode ".@07ca741e-97c7-4968-8d3f-b5f36dc63462")  (DefinedLinguisticConceptNode "punctuation"))], 21:47:46:451, 21:48:01:067, 54.1171, 14.6168, 0,  - , 38.5464
10694067653712129687, ListLink[(ListLink  (WordInstanceNode "muscles@5c2b05e7-eddc-4430-a812-71d12522828e")  (WordInstanceNode "limbs@041a94e8-8c57-428b-9398-a451becdb2c9"))], 21:47:51:473, 21:48:01:067, 62.3895, 9.5947, 0,  - , 0.516484
10699161576693564920, WordInstanceLink[(WordInstanceLink (stv 1.000000 1.000000)  (WordInstanceNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441")  (ParseNode "sentence@ddc16de1-2252-4727-b41e-de1224337112_parse_0"))], 21:47:46:055, 21:48:01:067, 283.781, 15.012, 0,  - , 80.5415
10707460380247022921, SimilarityLink[(SimilarityLink (stv 0.000000 1.000000)  (WordNode "spiders")  (WordNode "dicofol"))], 21:47:47:719, 21:47:47:823, 3.02701, 0.103256, 1,  - , 0.127016
10715905429844782442, VariableList[(VariableList  (TypedVariableLink    (VariableNode "$interp")    (TypeNode "InterpretationNode")  )  (TypedVariableLink    (VariableNode "$parse")    (TypeNode "ParseNode")  )  (TypedVariableLink    (VariableNode "$wall-inst")    (TypeNode "WordInstanceNode")  )  (TypedVariableLink    (VariableNode "$word-inst")    (TypeNode "WordInstanceNode")  ))], 21:47:46:055, 21:48:01:067, 82.4553, 15.012, 1,  - , 41.0363
10724179247393824181, InheritanceLink[(InheritanceLink (stv 1.000000 1.000000)  (WordInstanceNode "cockroaches@95f45d0e-633a-459b-8a2d-dbb3a8be8299")  (DefinedLinguisticConceptNode ".n"))], 21:47:47:719, 21:47:48:716, 6.46259, 0.996251, 0,  - , 4.33545
10732492416755424064, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode "centipedes@11a2b904-a3f3-42a4-b69c-9b749dbb1f0f")  (DefinedLinguisticConceptNode "noun"))], 21:47:47:645, 21:47:48:823, 6.05988, 1.17703, 0,  - , 5.79778
10738785136627369600, ListLink[(ListLink  (WordInstanceNode "muscles@5c2b05e7-eddc-4430-a812-71d12522828e")  (WordInstanceNode "extensor[!<C-NOUN-WORDS>]@db664047-8bf4-4873-9a7c-5b5146cbce8a"))], 21:47:51:259, 21:48:01:067, 71.5616, 9.80883, 0,  - , 0.585714
10763643603779783572, WordInstanceLink[(WordInstanceLink (stv 1.000000 1.000000)  (WordInstanceNode ".@4ea1fa1d-289d-4c74-94da-8b70f7787b66")  (ParseNode "sentence@b8be845f-a552-420a-b4ce-4e5c9fd36481_parse_0"))], 21:47:54:032, 21:48:01:067, 37.6245, 7.03573, 0,  - , 23.5657
10782542804067147928, VariableList[(VariableList  (TypedVariableLink    (VariableNode "$a-parse")    (TypeNode "ParseNode")  )  (TypedVariableLink    (VariableNode "$subj")    (TypeNode "WordInstanceNode")  )  (TypedVariableLink    (VariableNode "$verb")    (TypeNode "WordInstanceNode")  )  (TypedVariableLink    (VariableNode "$adj")    (TypeNode "WordInstanceNode")  )  (TypedVariableLink    (VariableNode "$verb-lemma")    (TypeNode "WordNode")  )  (TypedVariableLink    (VariableNode "$subj-lemma")    (TypeNode "WordNode")  )  (TypedVariableLink    (VariableNode "$adj-lemma")    (TypeNode "WordNode")  ))], 21:47:46:900, 21:47:47:006, 0.253608, 0.105966, 1,  - , 2.16439
10812435255881076228, EvaluationLink[(EvaluationLink  (DefinedLinguisticRelationshipNode "_quantity")  (ListLink    (VariableNode "$noun")    (VariableNode "$qVar")  ))], 21:47:46:362, 21:47:50:501, 14.8659, 4.13945, 1,  - , 12.3202
10823429740372315749, WordSequenceLink[(WordSequenceLink (stv 1.000000 1.000000)  (WordInstanceNode ",@417cf96e-4193-4bab-b235-016c33e1520c")  (NumberNode "6.000000"))], 21:47:46:055, 21:48:01:067, 315.963, 15.012, 0,  - , 169.105
10825516847371475634, InheritanceLink[(InheritanceLink (stv 1.000000 1.000000)  (WordInstanceNode "millipedes@5394b0e0-ef73-457d-b760-dcac7330360f")  (DefinedLinguisticConceptNode ".n"))], 21:47:47:719, 21:47:47:929, 4.945, 0.210007, 0,  - , 4.23861
10828491120182354072, ExecutionLink[(ExecutionLink  (DefinedSchemaNode "advmod")  (NumberNode "0.000000")  (ConceptNode "dummy-source")  (InheritanceLink (stv 1.000000 1.000000)    (SatisfyingSetLink      (PredicateNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441" (stv 0.007071 0.001186))    )    (ConceptNode "however@51a2f683-8ccd-4b27-a1c6-5401438b13ed" (stv 0.000383 0.001186))  ))], 21:47:46:362, 21:47:48:716, 8.52533, 2.35396, 0,  - , 1.38636
10832194986237524815, EvaluationLink[(EvaluationLink (stv 1.000000 1.000000)  (DefinedLinguisticRelationshipNode "_advmod")  (ListLink    (WordInstanceNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441")    (WordInstanceNode "however@51a2f683-8ccd-4b27-a1c6-5401438b13ed")  ))], 21:47:46:055, 21:48:01:067, 184.365, 15.012, 0,  - , 109.313
10840054605650748246, SimilarityLink[(SimilarityLink (stv 0.084000 1.000000)  (WordNode "spiders")  (WordNode "ethion"))], 21:47:46:451, 21:47:47:719, 3.05035, 1.26871, 1,  - , 0.127016
10840072067328492416, TypedVariableLink[(TypedVariableLink  (VariableNode "$obj")  (TypeNode "WordInstanceNode"))], 21:47:46:259, 21:47:47:646, 3.46299, 1.38634, 1,  - , 2.66755
10842108121729073743, VariableList[(VariableList  (TypedVariableLink    (VariableNode "$a-parse")    (TypeNode "ParseNode")  )  (TypedVariableLink    (VariableNode "$subj")    (TypeNode "WordInstanceNode")  )  (TypedVariableLink    (VariableNode "$verb")    (TypeNode "WordInstanceNode")  )  (TypedVariableLink    (VariableNode "$obj")    (TypeNode "WordInstanceNode")  )  (TypedVariableLink    (VariableNode "$qVar")    (TypeNode "WordInstanceNode")  )  (TypedVariableLink    (VariableNode "$subj-lemma")    (TypeNode "WordNode")  )  (TypedVariableLink    (VariableNode "$verb-lemma")    (TypeNode "WordNode")  )  (TypedVariableLink    (VariableNode "$obj-lemma")    (TypeNode "WordNode")  ))], 21:47:46:900, 21:47:47:006, 0.226235, 0.105965, 1,  - , 2.13106
10849236639724310548, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode "however@51a2f683-8ccd-4b27-a1c6-5401438b13ed")  (WordNode "however"))], 21:47:46:055, 21:48:01:067, 309.471, 15.012, 0,  - , 1604.36
10852091113530131959, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "arthropods[!<S-WORDS>]@4101b775-7d2d-41dc-a24b-52799f8cbd91")  (WordNode "arthropods[!<S-WORDS>]"))], 21:47:48:137, 21:48:01:067, 57.8594, 12.9308, 0,  - , 7.07108
10868886899179026199, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (LemmaLink (stv 1.000000 1.000000)    (WordInstanceNode ".@a612682a-ec43-4005-8153-033b0da29934")    (WordNode ".")  )  (WordNode "woodlice"))], 21:47:46:055, 21:47:46:795, 0, 0.739232, 0,  - ,  - 
10871256695827279534, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (ListLink    (WordNode "do")    (WordInstanceNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441")    (WordNode "however")    (WordInstanceNode "however@51a2f683-8ccd-4b27-a1c6-5401438b13ed")  )  (WordNode "woodlice"))], 21:47:46:055, 21:47:46:795, 0, 0.739232, 0,  - ,  - 
10880817770128438718, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordNode "most")  (LemmaLink (stv 1.000000 1.000000)    (WordInstanceNode "this@df72bc5f-c302-4fb2-acbe-7bc8c46117f2")    (WordNode "this")  ))], 21:47:46:055, 21:47:46:795, 0, 0.739231, 0,  - ,  - 
10884425579161561758, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode ",@2782f5b1-19f3-4d55-adb5-253e39c78c98")  (WordNode ","))], 21:47:48:930, 21:47:53:748, 26.9976, 4.81869, 0,  - , 26.2576
10893698617888220576, WordSequenceLink[(WordSequenceLink (stv 1.000000 1.000000)  (WordInstanceNode "cannot@d4a99f72-a59c-4d39-81cb-d2063ea3cc2c")  (NumberNode "7.000000"))], 21:47:46:055, 21:48:01:067, 348.319, 15.012, 0,  - , 212.523
10898181184828742743, EvaluationLink[(EvaluationLink  (DefinedLinguisticRelationshipNode "_subj")  (ListLink    (VariableNode "$verb2")    (VariableNode "$subj2")  ))], 21:47:46:362, 21:47:48:823, 6.33608, 2.46084, 1,  - , 6.21316
10909603759693054405, SimilarityLink[(SimilarityLink (stv 0.000000 1.000000)  (WordNode "fosmethilan")  (WordNode "spiders"))], 21:47:46:451, 21:47:47:719, 2.94715, 1.26871, 1,  - , 0.127016
10914492422183442825, InheritanceLink[(InheritanceLink (stv 1.000000 1.000000)  (WordInstanceNode "extend@f3fa7d93-8f21-4f25-9e58-2d493082701b")  (DefinedLinguisticConceptNode ".v"))], 21:47:46:523, 21:48:01:067, 37.4892, 14.545, 0,  - , 14.7484
10915712260569177799, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode "belonging@40385e25-051b-4489-8f19-1fd9f243f8b7")  (DefinedLinguisticConceptNode "adj"))], 21:47:47:719, 21:47:48:716, 6.96376, 0.996251, 0,  - , 5.55423
10922101736609128922, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "LEFT-WALL@sentence@91f42df7-d944-4b6a-9db6-b12eeac12d31_parse_0")  (WordNode "###LEFT-WALL###"))], 21:47:48:930, 21:47:51:149, 18.8772, 2.21902, 0,  - , 17.985
10924184794135496630, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode ",@fbf569c7-6812-4488-b379-ee4fd2c3c7d2")  (WordNode ","))], 21:47:48:930, 21:47:53:748, 25.802, 4.81869, 0,  - , 26.2569
10925466665383047232, AbsentLink[(AbsentLink  (EvaluationLink    (DefinedLinguisticRelationshipNode "_subj")    (ListLink      (VariableNode "$verb2")      (VariableNode "$subj2")    )  ))], 21:47:46:900, 21:47:47:436, 2.34859, 0.535533, 1,  - , 2.63982
10930287900257264918, VariableList[(VariableList  (TypedVariableLink    (VariableNode "$a-parse")    (TypeNode "ParseNode")  )  (TypedVariableLink    (VariableNode "$prep")    (TypeNode "WordInstanceNode")  )  (TypedVariableLink    (VariableNode "$noun")    (TypeNode "WordInstanceNode")  )  (TypedVariableLink    (VariableNode "$verb")    (TypeNode "WordInstanceNode")  ))], 21:47:47:006, 21:47:47:006, 0.287423, 0, 1,  - , 2.44073
10935081368680559251, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode "distinguished@3466308f-b337-4bea-9f4a-4aa11e2298c9")  (DefinedLinguisticConceptNode "adj"))], 21:47:47:719, 21:47:48:716, 6.89655, 0.996251, 0,  - , 5.382
10938250890433621967, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (LemmaLink (stv 1.000000 1.000000)    (WordInstanceNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441")    (WordNode "do")  )  (WordNode "most"))], 21:47:46:055, 21:47:46:626, 0, 0.570866, 0,  - ,  - 
10939168331323684058, TypedVariableLink[(TypedVariableLink  (VariableNode "$var2")  (TypeNode "WordInstanceNode"))], 21:47:46:259, 21:47:47:540, 3.29215, 1.28109, 1,  - , 1.2827
10945658149041736516, ListLink[(ListLink  (ReferenceLink    (ConceptNode "woodlice@93d827e4-7cb4-4285-9042-81c2b7de3694")    (WordInstanceNode "woodlice@93d827e4-7cb4-4285-9042-81c2b7de3694")  )  (ReferenceLink    (PredicateNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441" (stv 0.007071 0.001186))    (WordInstanceNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441")  )  (ImplicationLink (stv 1.000000 1.000000)    (PredicateNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441" (stv 0.007071 0.001186))    (PredicateNode "do" (stv 0.007071 0.001186))  )  (InheritanceLink (stv 1.000000 1.000000)    (ConceptNode "woodlice@93d827e4-7cb4-4285-9042-81c2b7de3694")    (ConceptNode "woodlouse")  )  (EvaluationLink (stv 1.000000 1.000000)    (PredicateNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441" (stv 0.007071 0.001186))    (ListLink      (ConceptNode "woodlice@93d827e4-7cb4-4285-9042-81c2b7de3694")    )  ))], 21:47:46:055, 21:48:01:067, 67.4683, 15.012, 0,  - , 10.2577
10952502544505339651, InheritanceLink[(InheritanceLink (stv 1.000000 1.000000)  (WordInstanceNode "which@a3e9b145-0868-4004-be82-828a926b6455")  (DefinedLinguisticConceptNode "plural"))], 21:47:47:823, 21:47:48:716, 6.17887, 0.892994, 0,  - , 4.44632
10954514020591449550, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode ".@063b34f4-d2d6-4b62-9562-fd28d98fd994")  (WordNode "."))], 21:47:47:115, 21:47:58:708, 29.9729, 11.5933, 0,  - , 262.715
10957539777950870872, InheritanceLink[(InheritanceLink (stv 1.000000 1.000000)  (WordInstanceNode "their@5f15a74b-a8e0-4cea-ae48-1db4f8c18561")  (DefinedLinguisticConceptNode "definite"))], 21:47:51:149, 21:48:01:067, 60.2668, 9.91892, 0,  - , 1.13058
10959173049311980123, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (ReferenceLink (stv 1.000000 1.000000)    (WordInstanceNode "however@51a2f683-8ccd-4b27-a1c6-5401438b13ed")    (WordNode "however")  )  (WordNode "most"))], 21:47:46:055, 21:47:46:626, 0, 0.570866, 0,  - ,  - 
10959517487063158705, ReferenceLink[(ReferenceLink  (ConceptNode "instead@e966a75c-e43e-4082-9590-e71fe8811d3a" (stv 0.000100 0.001186))  (WordInstanceNode "instead@e966a75c-e43e-4082-9590-e71fe8811d3a"))], 21:47:56:248, 21:48:16:234, 35.7841, 19.9863, 0,  - , 1.52101
10971240135641147679, TypedVariableLink[(TypedVariableLink  (VariableNode "$to")  (TypeNode "WordInstanceNode"))], 21:47:46:259, 21:47:47:540, 3.18151, 1.28109, 1,  - , 1.43876
10974814061240378654, InheritanceLink[(InheritanceLink (stv 1.000000 1.000000)  (WordInstanceNode "no@bfd19bfd-0233-4167-8c65-eef1fa82d64a")  (DefinedLinguisticConceptNode ".misc-d"))], 21:47:51:149, 21:48:01:067, 37.3963, 9.91892, 0,  - , 3.26055
10977399272357318370, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode ",@aa2c0802-e30d-4a60-a197-753308e87527")  (WordNode ","))], 21:47:47:223, 21:47:57:331, 26.2956, 10.1075, 0,  - , 78.0729
10982481118769347276, ListLink[(ListLink  (ReferenceLink    (PredicateNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441" (stv 0.007071 0.001186))    (WordInstanceNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441")  )  (ImplicationLink (stv 1.000000 1.000000)    (PredicateNode "do@807bdad4-b92a-4e7c-a340-e3f8ff2b0441" (stv 0.007071 0.001186))    (NotLink      (PredicateNode "do" (stv 0.007071 0.001186))    )  ))], 21:47:46:055, 21:47:51:035, 26.13, 4.97963, 0,  - , 7.96049
10993671016513512923, WordInstanceLink[(WordInstanceLink (stv 1.000000 1.000000)  (WordInstanceNode "limbs@041a94e8-8c57-428b-9398-a451becdb2c9")  (ParseNode "sentence@9305f11c-aa57-484c-9003-0cae03dac3cd_parse_0"))], 21:47:51:149, 21:48:01:067, 51.8209, 9.91892, 0,  - , 0.684964
